Text,Cleaned_Text,Sentiment_Label,Sentiment_Score
"Chocolate Tortilla Chips:<br /><br />I bought these and I couldn't decide if I liked them or not.  I wasn't sure what I wanted to have with them.  However, I found two really great things!<br /><br />These chips with red wine!  Amazing!<br /><br />And if you have no shame... vanilla frosting.  salty + sweet.<br /><br />I don't think chips + red wine + vanilla frosting would work, but those two items (seperately) with these chocolate chips are wonderful!<br /><br />I didn't think I was going to order these again, now I've changed my mind.",chocolate tortilla chip br br bought decide liked sure wanted however found two really great thing br br chip red wine amazing br br shame vanilla frosting salty sweet br br think chip red wine vanilla frosting would work two item seperately chocolate chip wonderful br br think going order changed mind,POSITIVE,0.993073046
"It took a little bit of time (and a few demonstrations) for my dog to become interested, but now Weezer likes to play with this toy.  He still hasn't learned exactly how the treats are dispensed, which is nice because I don't have to constantly refill the toy.  Tug-a-jug does not keep Weezer occupied for long stretches of time, but it entertains him for 15-30 minutes here or there.  It has held up fairly well, with just a few scratches on the plastic sides.  I put Cheerios into the tug-a-jug as a treats.",took little bit time demonstration dog become interested weezer like play toy still learned exactly treat dispensed nice constantly refill toy tug jug keep weezer occupied long stretch time entertains 15 30 minute held fairly well scratch plastic side put cheerio tug jug treat,NEGATIVE,0.984379113
"Love this coffee and couldn't find it where I live.  Ordered on line On February 22, and here it is February 24, and I already have it.  Thank you so much.  Hope to do business again.",love coffee find live ordered line february 22 february 24 already thank much hope business,POSITIVE,0.990902603
"I just went to a major coffee house and paid $6.05 for my Venti (now that gave it away) white mocha with 4 shots!!! I only buy coffee at the coffee house now when I am out of town. I order Torani Original White Chocolate by the case and use good bold coffee beans from Costco, usually from Rwanda. My daughter and I both agree, that my Saeco Giro, Torani and good beans make BETTER coffee than the big name coffee house, and we save close to $300 per month!!!!!!!!",went major coffee house paid 6 05 venti gave away white mocha 4 shot buy coffee coffee house town order torani original white chocolate case use good bold coffee bean costco usually rwanda daughter agree saeco giro torani good bean make better coffee big name coffee house save close 300 per month,NEGATIVE,0.933624744
I shopped by price and this was far and away the best price out there.,shopped price far away best price,NEGATIVE,0.987467349
"I received a variety of Stash teas as a Bridal Shower souveneir over a year ago. I'm sorry i took so long to bust 'em open. Stash is an amazing quality with natural tasting, comforting flavours in both the Herbal and Black Tea lines. I am so impressed, I've become a Stash convert.<br /><br />This Double Chai is very well balanced in it's spices, but still comforting and yet refreshing at the same time. I made mine mostly according to the directions (tea is easy that way), but i did use sweetened condensed milk instead of regular milk and sugar. It may not be 'Starbucks Quality' as one reviewer lamented, but I'm sure the beauty of Chai is that it can be well made in a variety if different ways. And while i've never been big into Chai, in the future, I'm definitely going to keep a stock of this Chai tea in my pantry. And unlike many other common brands of black tea, this one does not go bitter after 5-10 minutes of steeping. I'm used to having to be vigilant about removing the bag after 3 minutes, because I'm sensitive to the bitter over-steeped taste of lower quality black teas. That was not at all an issue with either of the black teas I've tried from this company. I can't wait to buy more Stash Teas.",received variety stash tea bridal shower souveneir year ago sorry took long bust em open stash amazing quality natural tasting comforting flavour herbal black tea line impressed become stash convert br br double chai well balanced spice still comforting yet refreshing time made mine mostly according direction tea easy way use sweetened condensed milk instead regular milk sugar may starbucks quality one reviewer lamented sure beauty chai well made variety different way never big chai future definitely going keep stock chai tea pantry unlike many common brand black tea one go bitter 5 10 minute steeping used vigilant removing bag 3 minute sensitive bitter steeped taste lower quality black tea issue either black tea tried company wait buy stash tea,POSITIVE,0.979756534
"I have tried all of the flavors and have to say that chocolate is my least favorite. However, the vanilla, pb creme, and wild berry are all awesome.  The wild berry is almost like a strawberry birthday cake made into a wafer bar.  There is a pb fudge that is just ok. They should sell a variety box!  Also, get these shipped in cooler months. And I recommend storing in freezer. :)  And i forgot the cookies n creme.... Also delicious!",tried flavor say chocolate least favorite however vanilla pb creme wild berry awesome wild berry almost like strawberry birthday cake made wafer bar pb fudge ok sell variety box also get shipped cooler month recommend storing freezer forgot cooky n creme also delicious,POSITIVE,0.987121403
"i used the black and pink fondarific to make a monster high skullette and a few bats, also used to cover a coffin cake. this fondant taste super good, and doesnt compare to anything else. love this product,and definitely worth buying!!!",used black pink fondarific make monster high skullette bat also used cover coffin cake fondant taste super good doesnt compare anything else love product definitely worth buying,NEGATIVE,0.974808335
"I have found White Christmas Tea to be another incredible experience from Harney & Son.  The silk sachets provide a fine filter for the leaves inside them, providing you with a clear, debris-free, aromatic liquid.  I have never been disappointed in Harney & Son blends of tea.  What's more...the White Christmas Tin is another ""keeper"" to my growing collection of H&S tins.",found white christmas tea another incredible experience harney son silk sachet provide fine filter leaf inside providing clear debris free aromatic liquid never disappointed harney son blend tea white christmas tin another keeper growing collection h tin,POSITIVE,0.99837327
"My local health food store started selling these 10 years ago and then stopped to focus more on vitamins instead of food!<br />So now I order these directly from Lumen and usually get the case of ""over and unders"" which contains packages that they can't sell to stores due to the weight being off. This is your best bet since I read reviews on here of receiving them stale off amazon.<br />The best flavors are the original mild, bbq beef and the teriyaki beef. I HATE the Cajun varieties, they are so dry and tough to chew.<br />They are high in fat so I usually have to make my husband hide them from me since these are a rare treat for us in the house, I could eat 4-5 bags in a row!<br />Caution if you eat too many bags over a period of a few days, you may experience gas!<br />Try ordering direct and you'll be enjoying the BEST veggie jerquee there is in the US!!!!<br />PS These are made in Louisiana, could you ask for anything more authentic besides the real thing (meaning meat)",local health food store started selling 10 year ago stopped focus vitamin instead food br order directly lumen usually get case unders contains package sell store due weight best bet since read review receiving stale amazon br best flavor original mild bbq beef teriyaki beef hate cajun variety dry tough chew br high fat usually make husband hide since rare treat u house could eat 4 5 bag row br caution eat many bag period day may experience gas br try ordering direct enjoying best veggie jerquee u br p made louisiana could ask anything authentic besides real thing meaning meat,NEGATIVE,0.988025725
"This is the ONLY good gf brownie I've found in 7 years and it is wonderful! Good texture, not grainy like the others. I leave mine slightly undercooked so they're nice and gooey.<br />Just don't top with ice cream, they turn to stone!",good gf brownie found 7 year wonderful good texture grainy like others leave mine slightly undercooked nice gooey br top ice cream turn stone,POSITIVE,0.999645114
this is exactyl what i have been searching for for over a year.  it was availabe for a while in my local grocery store and was discontinued.  the item arrived in a very timely fashion.,exactyl searching year availabe local grocery store discontinued item arrived timely fashion,NEGATIVE,0.964308798
"I see some reviewers complaining of receiving hard Gummi Bears but mine we excellent; moist, juicy, chewy, and delicious! Better than a lot I've bought in stores. I'll definitely buy these again! The expiration date was over a year from the day they arrived, so they're not stale, either, as some have posted. If I remember correctly, these were made in Turkey, but I don't know that it really makes any difference. They tasted exactly the same as every other Gummi I've had before, except fresher.",see reviewer complaining receiving hard gummi bear mine excellent moist juicy chewy delicious better lot bought store definitely buy expiration date year day arrived stale either posted remember correctly made turkey know really make difference tasted exactly every gummi except fresher,NEGATIVE,0.996697068
"Arrived as described and on time. It's a little pricey for a seasoning, but it's worth it. The bigger bottle makes it a little easier justify. ;)",arrived described time little pricey seasoning worth bigger bottle make little easier justify,NEGATIVE,0.998521149
"If you buy this expecting the flavor of a warm-from-the-oven New York Deli cheesecake, then yes, you are out of luck. If you're looking for the same taste you get from the Jello No Bake cheesecake products, this is it.<br /><br />Prep and bake time for warm-from-the-oven New York Deli cheesecake..... about 1.5 hours....taste points 10.<br /><br />Total time from box to table for Jell-O Instant Pudding & Pie Filling Cheesecake....about 30-seconds....taste points 8.",buy expecting flavor warm oven new york deli cheesecake yes luck looking taste get jello bake cheesecake product br br prep bake time warm oven new york deli cheesecake 1 5 hour taste point 10 br br total time box table jell instant pudding pie filling cheesecake 30 second taste point 8,NEGATIVE,0.970939219
"This is as close to Earl Grey perfection as one can hope from a tea bag, and at ~$.13/ea, an incredible value. For those who take no issue with tea in a bag, Stash's double-bergamot offering provides a balance of floral, citrus, and earthy notes without being overly tannic or bitter. If you're in the US and you've been looking for a substitute for Harrods, this is it.",close earl grey perfection one hope tea bag 13 ea incredible value take issue tea bag stash double bergamot offering provides balance floral citrus earthy note without overly tannic bitter u looking substitute harrod,POSITIVE,0.999356091
Our fat cat likes this better than most foods.  Very easy to open.  The food slides right out of the pouch.,fat cat like better food easy open food slide right pouch,NEGATIVE,0.981973886
I am addicted to Heritage Os...  Crunchy and not soggy... keeps me satisfied until lunchtime. The problem is that my grocery store doesn't carry them. I have to order online. I won't stop this obsession... they're all that!,addicted heritage o crunchy soggy keep satisfied lunchtime problem grocery store carry order online stop obsession,NEGATIVE,0.996644616
"I read about the benefits of Pau D'Arco tea and decided to give it a try. It's hard to find this tea in the market. The Whole Foods near my house doesn't have it either.<br /><br />The taste of this herbal tea is interesting: it's got a hint of sweetness with a very slight medicinal bitterness. Feels quite dry and alkaline to me. Color is light brown. Not particularly delightful or tasty, neither does it have a strong, captivating aroma like the Japanese roasted green tea - it's just weird beyond description. Reminds me of dried summer leaves. Not unpleasant though; I am still glad that I tried it!",read benefit pau arco tea decided give try hard find tea market whole food near house either br br taste herbal tea interesting got hint sweetness slight medicinal bitterness feel quite dry alkaline color light brown particularly delightful tasty neither strong captivating aroma like japanese roasted green tea weird beyond description reminds dried summer leaf unpleasant though still glad tried,NEGATIVE,0.957351208
"Tired of your morning brew? Well, look no further. This one will make your day look like a parade - a sweet blend of cappuccino, fanfare and smiles, chilled and ready for you. I loved the taste, the way it made me fill and the convenience it offered. Highly recommended.",tired morning brew well look one make day look like parade sweet blend cappuccino fanfare smile chilled ready loved taste way made fill convenience offered highly recommended,POSITIVE,0.997747719
Luv this drink.  Hot yoga classes turned me onto it & now I am addicted after every workout!  Chocolate is hands down the best flavor!,luv drink hot yoga class turned onto addicted every workout chocolate hand best flavor,NEGATIVE,0.887532055
"I really like hot sauces of all temps, but they have to taste good. This hot sauce certainly does meet and exceed the tempuature requirements, however it just tastes like hot. Cannot find much that I like to eat it on. I guess if you put some in A bowl of Chilli it would mask the taste of the hot sauce, but the hot sauce does not compliment the taste of anything, it is just hot.<br /><br />I do like the packaging and skull key chain though. Good as a novelty item, or if you have a dare contest, that's for sure.",really like hot sauce temp taste good hot sauce certainly meet exceed tempuature requirement however taste like hot find much like eat guess put bowl chilli would mask taste hot sauce hot sauce compliment taste anything hot br br like packaging skull key chain though good novelty item dare contest sure,NEGATIVE,0.735466182
I loved the softness of this cookie but not to keen on oatmeal but I will be buying more of these just not in that flavor. my kids loved the cookie!,loved softness cookie keen oatmeal buying flavor kid loved cookie,POSITIVE,0.999199927
I love this soup!! I first had it in Utah a couple of years ago and when I moved back to Washington stae I could not find it anywhere!!! I finally found it here. THANK YOU!!!,love soup first utah couple year ago moved back washington stae could find anywhere finally found thank,POSITIVE,0.994012654
"I've tried numerous other pods with my Senseo, and I alway come back to the Douwe Egberts.  I alway like some of the other brands flavors but they never have the same faux creme that DE has which must be why I like the Senseo in the first place.",tried numerous pod senseo alway come back douwe egbert alway like brand flavor never faux creme de must like senseo first place,POSITIVE,0.934345305
"I have tried a few other brands but this one tastes the most like regular pizza crust. The only thing I think it could use is some salt for flavor, as it is rather bland, so I will add maybe 1/2 tsp or more of salt the next time. Could even add some oregano or garlic powder to the dough mix to give it more flavor.",tried brand one taste like regular pizza crust thing think could use salt flavor rather bland add maybe 1 2 tsp salt next time could even add oregano garlic powder dough mix give flavor,NEGATIVE,0.998294413
"I would recommend this flour it is very heathy and a neutral produckt.I will buy it again,as soon as I run out of this bag.",would recommend flour heathy neutral produckt buy soon run bag,NEGATIVE,0.999261439
the jam inside feels cheap and don't like the taste. thought the rate on amazon was pretty good but feel disappointed.,jam inside feel cheap like taste thought rate amazon pretty good feel disappointed,NEGATIVE,0.999665499
"I love the concept. Living in New York apartment, it's great to be able to grow your own herbs. We use them for cooking and aromas are great. However in my first kit chives never came up. I spoke to customer support and they made me wait a few weeks before they have sent the chives replacement, but by the time it was too late, as all the other plants were huge, so the new seeds didn't really have a chance. I have planted my second kit a few weeks ago, and this time sage didn't sprout. Chives are also looking weak, dominated by huge basil and sorrel. Obviously, I am quite annoyed with dead seeds in both kits.",love concept living new york apartment great able grow herb use cooking aroma great however first kit chive never came spoke customer support made wait week sent chive replacement time late plant huge new seed really chance planted second kit week ago time sage sprout chive also looking weak dominated huge basil sorrel obviously quite annoyed dead seed kit,NEGATIVE,0.998519242
it arrived on time and the quality is good as i expected. i will purchase again and recommend to other people.,arrived time quality good expected purchase recommend people,POSITIVE,0.997042358
"We loved the assortment and it was ended up being more cheese than we had expected. The quality was excellent -- the manchego took us back to the wheel of cheese we bought on our honeymoon! Perfect with some pecans in honey. We'd definitely buy this again.<br /><br />The only complaint is that it was fairly warm when we got it. It was a mild day but not hot, and I'm concerned that the cheese might have melted on a warmer day or if the box had been out in the sun for longer than it was.",loved assortment ended cheese expected quality excellent manchego took u back wheel cheese bought honeymoon perfect pecan honey definitely buy br br complaint fairly warm got mild day hot concerned cheese might melted warmer day box sun longer,POSITIVE,0.601279259
"I love the convenience of Senseo pods--pop 'em in, fill the water tank, and press the start button. The dark roast is my favorite, but I wish Senseo would come out with a French roast and other darker, richer varieties. I know there's a Senseo espresso now, but it requries purchasing an espresso pod holder, so I haven't tried it yet. Perhaps it would work in my regular two-pod holder if I used one espresso pod and one dark roast pod...haven't tried it yet. That works with other pod brands that I sometimes use with the Senseo pods--one of each in the two-pod holder. I tried Senseo Sumatra, but didn't go back; less satisfying than the dark roast. We go through six to eight Senseo pods daily at my house, so I take advantage of the handy automatic order process through Amazon. I love serving Senseo dark roast coffee to guests. They're always impressed by the foamy head and fresh-made taste and aroma. It's good coffee, but I sure would like more darker, stronger varieties.",love convenience senseo pod pop em fill water tank press start button dark roast favorite wish senseo would come french roast darker richer variety know senseo espresso requries purchasing espresso pod holder tried yet perhaps would work regular two pod holder used one espresso pod one dark roast pod tried yet work pod brand sometimes use senseo pod one two pod holder tried senseo sumatra go back less satisfying dark roast go six eight senseo pod daily house take advantage handy automatic order process amazon love serving senseo dark roast coffee guest always impressed foamy head fresh made taste aroma good coffee sure would like darker stronger variety,NEGATIVE,0.960034192
These almonds are so yummy! I ordered them online because both of my stores were always out. Walmart and Target is where I get them. I go through these very quickly. I like spicy foods so to me they are not hot but just right.,almond yummy ordered online store always walmart target get go quickly like spicy food hot right,POSITIVE,0.988460302
"A neighbor raved about this cupcake mix so I thought I'd make if for my hubby's birthday.  It certainly was easy enough but...the bake time was more than the 20-22 minutes and my cupcakes didn't rise very well.  Old mix?  The buttercream frosting was very sweet and made as directed, did not seem thick enough to stay on the cupcake without sliding off.  The Lipitor advice?  This mix calls for three sticks of butter between the cake and the frosting!!!",neighbor raved cupcake mix thought make hubby birthday certainly easy enough bake time 20 22 minute cupcake rise well old mix buttercream frosting sweet made directed seem thick enough stay cupcake without sliding lipitor advice mix call three stick butter cake frosting,POSITIVE,0.912515402
Reese's Sugar-free Peanut Butter Cups taste just like the regular ones. Plus they are lower in sugars and are healthier.  Great prices on Amazon too.,reese sugar free peanut butter cup taste like regular one plus lower sugar healthier great price amazon,NEGATIVE,0.94643259
"This KIND healthy grains vanilla blueberry clusters with flax seeds granola is really good. The blueberry is subtle enough that it doesn't overpower the flavor, and the sugar is sweet, but not overly sweet. Plus it is not high-fructose corn syrup or anything like that, it is just regular cane sugar juice and vanilla extract. In fact, all of the ingredients in this are just regular ol' stuff that you've most likely heard of. It's printed right on the front of the package: ""ingredients you can see & pronounce,"" and they mean it. Not only are the ingredients all just regular food, but you really can see all of them when you eat it. This stuff isn't coated in anything special to hide what it is, and it's not all ground up or anything into little pieces...it's all just right there and if you wanted to you could probably pick out all the different grains and stuff in it (gluten free oats, brown rice, buckwheat, amaranth, millet, quinoa, flax seeds). All this results in a granola/cereal that you can feel good about eating because there isn't anything weird in it; it's all natural ingredients and you can see what it is you're eating. There are supposed to be 11 servings within each package (each serving is 1/3 cup). I probably had between two and three servings when I'd be eating this for breakfast and it was plenty. It is pretty filling and I'm a big guy. Recommended if you are a fan of eating granola or clusters for breakfast or snacks!",kind healthy grain vanilla blueberry cluster flax seed granola really good blueberry subtle enough overpower flavor sugar sweet overly sweet plus high fructose corn syrup anything like regular cane sugar juice vanilla extract fact ingredient regular ol stuff likely heard printed right front package ingredient see pronounce mean ingredient regular food really see eat stuff coated anything special hide ground anything little piece right wanted could probably pick different grain stuff gluten free oat brown rice buckwheat amaranth millet quinoa flax seed result granola cereal feel good eating anything weird natural ingredient see eating supposed 11 serving within package serving 1 3 cup probably two three serving eating breakfast plenty pretty filling big guy recommended fan eating granola cluster breakfast snack,POSITIVE,0.945456028
"These almonds had an unbelievable amount of salt on them. I love salt but this was over the top. I've bought this brand from other stores and they have never been this salty.  Maybe the machine went wacko when processing these. ???<br />I can't eat these unless I take the time to try and wipe off the salt, which talks forever!!",almond unbelievable amount salt love salt top bought brand store never salty maybe machine went wacko processing br eat unless take time try wipe salt talk forever,NEGATIVE,0.984567881
"I appreciate being able to buy this larger, more economical size from Amazon.  However, I didn't examine the picture closely enough, because I was surprised to see that the cans were not pull-tab and I had to dig out a can opener.  Inconvenient, especially since I feed my cats in the laundry room in the basement, not in our tiny kitchen.  Five or six of the cans were dented (I ordered a total of 24), a couple pretty severely.  I'm not sure what the box went through with the shippers, but even the cans need better padding!",appreciate able buy larger economical size amazon however examine picture closely enough surprised see can pull tab dig opener inconvenient especially since feed cat laundry room basement tiny kitchen five six can dented ordered total 24 couple pretty severely sure box went shipper even can need better padding,NEGATIVE,0.989454389
"ADD TO YOUR MORNING COFFEE BEFORE YOU BREW IT!  THE AROMA AND TASTE IS THE BEST! LOOK UP RECIPES ON LINE, LEARNED FROM A MID-EASTERN MARKET.",add morning coffee brew aroma taste best look recipe line learned mid eastern market,POSITIVE,0.91369617
These pouches are wonderful to keep in the diaper bag. They do not require refrigeration or heating so it's great for on the go. My son likes to hold the pouch and feed himself (warning: I always put it in his mouth for the initial squeeze or else he will squeeze so hard it flies in the air).  I also use them in the house for those days when he says no to all other foods. He has never turned down one of these pouches. Figure it's more nutritious than eating goldfish crackers for a meal.,pouch wonderful keep diaper bag require refrigeration heating great go son like hold pouch feed warning always put mouth initial squeeze else squeeze hard fly air also use house day say food never turned one pouch figure nutritious eating goldfish cracker meal,NEGATIVE,0.938293636
"I consider the GoLean ""chewy"" bars to be superior to any other nutritional bar out there, and I think this is the best flavor.  I often carry them for lunch (paired with a baggie of fresh veggies).  The calorie count is a little high for a snack for me, but as a lunch entree, it is low.  Highly satisfying, it has none of the over sweetness or ""roots and bark"" quality of many others on the market. It has a decent fiber count but never tastes mealy or grainy.",consider golean chewy bar superior nutritional bar think best flavor often carry lunch paired baggie fresh veggie calorie count little high snack lunch entree low highly satisfying none sweetness root bark quality many others market decent fiber count never taste mealy grainy,NEGATIVE,0.892586291
"I should have listened to the other one star reviewer. My antler was NOT like the picture. Unfortunately, I too got half an antler - meaning it was half of a bisected piece. This exposes all of the marrow, gives your dog no challenge or time with the antler, and may cause an upset system / stomach for the dog. I won't buy this brand again.",listened one star reviewer antler like picture unfortunately got half antler meaning half bisected piece expose marrow give dog challenge time antler may cause upset system stomach dog buy brand,NEGATIVE,0.998790324
"I've tried other brands of VCO, but I keep coming back to Nutiva. It's well blended and smooth, and the flavor is the best of all I've tried. I love it and use it for all kinds of cooking. It's especially good for cooking bitter greens like turnips or collards; the coconut taste helps cut the bitterness, giving a marvelous flavor to the greens.<br /><br />I've discovered a fantastic way to make healthy popcorn using VCO. I've tried the stovetop method in the past using olive oil, but it's always burned my pot. What I do now is put a great heaping tablespoon of VCO into my 10-quart Fagor canning pot, melt it at 390 on my induction burner, dump in popcorn kernels to just cover the bottom in a single layer, and put on a glass lid I have that fits the pot. Then I just follow through with the popping process, jiggling the pot a little to keep the unpopped kernels falling to the bottom as the kernels pop. I listen for the popping to slow, just like you do with microwave popcorn, and then just turn off the induction burner and let the pot sit a minute while the last few kernels pop. This makes a wonderfully VCO-coated popcorn that can be enjoyed without salt if necessary, or add just a little fine popcorn salt and toss.",tried brand vco keep coming back nutiva well blended smooth flavor best tried love use kind cooking especially good cooking bitter green like turnip collard coconut taste help cut bitterness giving marvelous flavor green br br discovered fantastic way make healthy popcorn using vco tried stovetop method past using olive oil always burned pot put great heaping tablespoon vco 10 quart fagor canning pot melt 390 induction burner dump popcorn kernel cover bottom single layer put glass lid fit pot follow popping process jiggling pot little keep unpopped kernel falling bottom kernel pop listen popping slow like microwave popcorn turn induction burner let pot sit minute last kernel pop make wonderfully vco coated popcorn enjoyed without salt necessary add little fine popcorn salt toss,POSITIVE,0.866220355
"Hidden Springs Vermont Maple Syrup is excellent!  There isn't anything on the label that states that this is from anywhere else but Vermont...(some syrups that claim to be pure maple syrup also have labels that state that they may be a product of Canada or Vermont).  The price per oz. is about 81 cents and as I use at least one ounce on my waffles, this bottle will last for about 16 servings.  I will be buying this one again!",hidden spring vermont maple syrup excellent anything label state anywhere else vermont syrup claim pure maple syrup also label state may product canada vermont price per oz 81 cent use least one ounce waffle bottle last 16 serving buying one,POSITIVE,0.944988906
"This is my favorite bread so far.  My kids and husband love it, and I am excited to use my bread maker again (had stopped because normal bread made me feel sick- was before celiac diagnosis).  I've also done the dough cycle in the bread maker and then made rolls, which everyone loves.  I've suggested this to my brother, who I suspect is also celiac.  Enjoy!",favorite bread far kid husband love excited use bread maker stopped normal bread made feel sick celiac diagnosis also done dough cycle bread maker made roll everyone love suggested brother suspect also celiac enjoy,NEGATIVE,0.714791179
"I have a 5 year old boy and 3 year old girl.  I mixed it with water.  The girl refused to drink it after one taste.  The boy drank a little, but didn't want to finish.  He then tried it with apple juice, but just couldn't enjoy it.  My wife and I tried it and didn't like it either, so I can't blame the kids.  This stuff doesn't dissolve completely either, so it looks like your drink is full of sand (I swirled diligently).  I don't know what I'm going to add this stuff to so that it doesn't go to waste.  Also, as another reviewer mentioned, the can is half empty, which I think is deceptive marketing.",5 year old boy 3 year old girl mixed water girl refused drink one taste boy drank little want finish tried apple juice enjoy wife tried like either blame kid stuff dissolve completely either look like drink full sand swirled diligently know going add stuff go waste also another reviewer mentioned half empty think deceptive marketing,NEGATIVE,0.997633696
I love this tea but I am wondering if it is possible to make is using a Kehig (k cups) pot?,love tea wondering possible make using kehig k cup pot,POSITIVE,0.938544691
I don't understand why this is so pricey - compared to the other Sunbutters - I like the fact that it is NO STIR.<br /><br />Would be great if you did this with the crunch Sunbutter.<br /><br />Great product!,understand pricey compared sunbutters like fact stir br br would great crunch sunbutter br br great product,POSITIVE,0.984477758
"I have to say that I really wanted this formula to work for our son. My husband and I are big whole foods, organic people, and wanted that for our son as well when my milk supply never grew to be sufficient for him. This was clearly imperfect (only breast milk is perfect), but it was organic, and I didn't want my baby consuming chemicals.<br /><br />Everything worked out fine for about 4 weeks. Our son would spit up to some extent after almost every feeding, but we attributed it to HIM having some issues, not the formula. As he started to better ""communicate"" with us, we realized that he would cry nonstop during his feedings, which didn't seem normal. He would continue to suck, but would sob through his eating. It was heartbreaking. We burped him incessantly, thinking it may be gas, but it wasn't. He wouldn't sleep because he was so fussy, and nothing would calm him. He had a dirty diaper only once a day (sometimes even less), and they would often be harder than we would have expected.<br /><br />After doing extensive research, we started our little one on Gerber Good Start Protect. It contains only whey protein and not casein, which is known to create curds in baby's tummy (in ANYONE'S tummy, really). It also has probiotics (like breast milk). When we gave him his first bottle of the new stuff, he saw the bottle and started to pout, and once he started drinking, you could almost SEE the relief on his face. He did not fuss at all through his feedings, and he was instantly happier and calmer. My smiling, beautiful boy was back! After almost 9 days of naps of an hour or less, he got back to his regular 2-3 hour naps and better sleeping at night.<br /><br />While I want my son to have the most wholesome ingredients possible, I believe sometimes the way those ingredients are mixed can be a negative, and I think that may be the case with this formula. We'll continue with our Gerber Good Start, and as much breast milk as possible.",say really wanted formula work son husband big whole food organic people wanted son well milk supply never grew sufficient clearly imperfect breast milk perfect organic want baby consuming chemical br br everything worked fine 4 week son would spit extent almost every feeding attributed issue formula started better communicate u realized would cry nonstop feeding seem normal would continue suck would sob eating heartbreaking burped incessantly thinking may gas sleep fussy nothing would calm dirty diaper day sometimes even less would often harder would expected br br extensive research started little one gerber good start protect contains whey protein casein known create curd baby tummy anyone tummy really also probiotic like breast milk gave first bottle new stuff saw bottle started pout started drinking could almost see relief face fuss feeding instantly happier calmer smiling beautiful boy back almost 9 day nap hour less got back regular 2 3 hour nap better sleeping night br br want son wholesome ingredient possible believe sometimes way ingredient mixed negative think may case formula continue gerber good start much breast milk possible,NEGATIVE,0.992280126
"This coffee surpassed my expectations. Making it in a French press, it brewed up to a rich, smooth drink. One of the best coffees I've tasted.",coffee surpassed expectation making french press brewed rich smooth drink one best coffee tasted,POSITIVE,0.999441564
"I was surprised and pleased that I received a glass bottle, rather than plastic, but I know with the nature of the fulfillment structure, you never know what you'll get.  I tried the syrup first in a protein drink (vanilla) and it was excellent.  I've tried the Torani SF English Toffee syrup and like the DaVinci better.  The pump works well with the glass bottle, and 4 pumps in 12 oz. of vanilla protein drink seems optimal.  I've found in the past that when using a pump in the plastic bottle, when the liquid gets down a couple of inches, just the slight compression of picking up the bottle can cause it to send liquid up and out of the pump.",surprised pleased received glass bottle rather plastic know nature fulfillment structure never know get tried syrup first protein drink vanilla excellent tried torani sf english toffee syrup like davinci better pump work well glass bottle 4 pump 12 oz vanilla protein drink seems optimal found past using pump plastic bottle liquid get couple inch slight compression picking bottle cause send liquid pump,NEGATIVE,0.976879299
"Our baby was born in early October. My wife wanted to feed him the way nature intended and we were visited by a lactation nurse at the hospital. She advised us and said that if we ever had problems with obtaining enough milk, we might try Fenugreek, a supplement available at health-food stores. Of course, we forgot the peculiar name shortly thereafter. Well, my wife started to have difficulties a few weeks later in keeping up with the baby's growing needs.  We mentioned the problem to a young couple who had a recent child. The woman said she had the same problem and told us to get Fenugreek. She said it had worked for her. There was that strange-sounding word again.<br /><br />We purchased Nature's Way Fenugreek shortly thereafter. Strange stuff. It's an herbal supplement in capsule form, but the label doesn't say what it's for. I guess you just have to know. Evidently, it's one of those things that takes a certain amount of faith. Anyway, since we heard about it from two completely independent sources, my wife started taking it. Well, it wasn't a miracle. There was no immediate change. However, my wife gradually began to keep up with the baby's needs and has kept up ever since. Was it the Fenugreek? Perhaps. Maybe she was just adapting to the new baby. It's hard to tell. However, if anyone is having this problem, I'd say the Fenugreek is worth a try.<br /><br />Gary Peterson",baby born early october wife wanted feed way nature intended visited lactation nurse hospital advised u said ever problem obtaining enough milk might try fenugreek supplement available health food store course forgot peculiar name shortly thereafter well wife started difficulty week later keeping baby growing need mentioned problem young couple recent child woman said problem told u get fenugreek said worked strange sounding word br br purchased nature way fenugreek shortly thereafter strange stuff herbal supplement capsule form label say guess know evidently one thing take certain amount faith anyway since heard two completely independent source wife started taking well miracle immediate change however wife gradually began keep baby need kept ever since fenugreek perhaps maybe adapting new baby hard tell however anyone problem say fenugreek worth try br br gary peterson,NEGATIVE,0.995797276
"If you like spicy, then these are for you.  I like spicy, so I enjoyed these.  They're also crunchy, as kettle-cooked chips should be.",like spicy like spicy enjoyed also crunchy kettle cooked chip,POSITIVE,0.999380112
"I remembered this from when I was a kid and bought it because of that.  It's delicious, but it's really, really sweet!  So if that's something you might not like, be aware of that.  Rather than a straight pudding, I think it might be nice as a filling layer in a cake, etc.  I'm trying it that way the next time.",remembered kid bought delicious really really sweet something might like aware rather straight pudding think might nice filling layer cake etc trying way next time,NEGATIVE,0.88745892
"this popcorn was delicious, but is too expensive to be an everyday popcorn , if you're a popcorn junkie like me. i mixed a batch of great northern with a batch of redenbacher to make it go farther.",popcorn delicious expensive everyday popcorn popcorn junkie like mixed batch great northern batch redenbacher make go farther,POSITIVE,0.983968377
"This is a great buy compared to buying the same product from a local pet store.  My only reason for not rating it a ""5"" is that the pockets do not seem to be well formed.  It's almost as if the manufacturer got all the partial pockets together to make a ""seconds"" product line.",great buy compared buying product local pet store reason rating 5 pocket seem well formed almost manufacturer got partial pocket together make second product line,NEGATIVE,0.979538143
